,area_birth,area_death,cell_id,cell_birth_time,cell_death_time,daughter1_id,daughter2_id,fluor1_mean_death,mother_id,long_axis_death,short_axis_death,fluor1_bg_death,fluor2_bg_death,error_frame,position,aspect_ratio
436,660.0,853.0,34.0,3.0,9.0,77.0,78.0,0.0,19.0,60.0,14.21167904768581,0.0,,8.0,21.0,0.23686131746143016
437,285.0,512.0,35.0,3.0,9.0,,,0.0,25.0,47.0,10.893323970490314,0.0,,4.0,21.0,0.23177285043596413
438,637.0,742.0,36.0,3.0,9.0,,,0.0,25.0,47.0,15.776529443820277,0.0,,,21.0,0.3356708392302187
439,82.0,82.0,37.0,4.0,4.0,,,0.0,0.0,15.0,5.449671860068727,0.0,,,21.0,0.36331145733791514
440,434.0,476.0,38.0,4.0,6.0,55.0,56.0,0.0,9.0,37.0,12.84759099801449,0.0,,,21.0,0.3472321891355267
441,320.0,670.0,39.0,4.0,17.0,164.0,165.0,0.0,9.0,45.0,14.862791171483908,0.0,,16.0,21.0,0.3302842482551979
442,312.0,637.0,40.0,4.0,18.0,179.0,180.0,0.0,10.0,57.0,11.13612877506585,0.0,,,21.0,0.19537068026431317
443,311.0,446.0,41.0,4.0,15.0,147.0,148.0,0.0,10.0,45.0,9.886770069623557,0.0,,,21.0,0.21970600154719017
444,320.0,680.0,42.0,4.0,9.0,,,0.0,17.0,45.0,15.093479435903623,0.0,,6.0,21.0,0.33541065413119164
445,556.0,631.0,43.0,4.0,9.0,,,0.0,17.0,48.0,13.07870989497867,0.0,,,21.0,0.27247312281205566
446,78.0,79.0,44.0,4.0,5.0,,,0.0,0.0,15.0,5.169535074838588,0.0,,,21.0,0.3446356716559059
447,280.0,452.0,45.0,5.0,17.0,166.0,167.0,0.0,13.0,46.0,9.8211696097653,0.0,,,21.0,0.21350368716881088
448,371.0,600.0,46.0,5.0,16.0,156.0,157.0,0.0,13.0,54.0,11.111132738675806,0.0,,,21.0,0.2057617173828853
449,487.0,487.0,47.0,5.0,5.0,53.0,54.0,0.0,29.0,38.0,12.802854096170606,0.0,,,21.0,0.3369172130571212
450,563.0,830.0,48.0,5.0,8.0,,,0.0,29.0,51.0,16.251383721726587,0.0,,,21.0,0.3186545827789527
451,664.0,2108.0,49.0,6.0,17.0,,,0.0,15.0,107.0,19.70191784029945,0.0,,8.0,21.0,0.18413007327382666
452,663.0,500.0,50.0,6.0,10.0,,,0.0,15.0,39.0,12.801409144219273,0.0,,8.0,21.0,0.3282412601081865
453,610.0,866.0,51.0,6.0,9.0,,,0.0,27.0,60.0,14.436892933969496,0.0,,,21.0,0.24061488223282493
454,430.0,457.0,52.0,6.0,9.0,,,0.0,27.0,34.0,13.418645197288777,0.0,,,21.0,0.3946660352143758
455,293.0,337.0,53.0,6.0,8.0,,,0.0,47.0,39.0,8.623971415946617,0.0,,,21.0,0.22112747220375942
456,120.0,138.0,54.0,6.0,8.0,,,0.0,47.0,23.0,6.0049303923934705,0.0,,,21.0,0.26108393010406394
457,235.0,278.0,55.0,7.0,9.0,72.0,73.0,0.0,38.0,37.0,7.516574207961553,0.0,,,21.0,0.20315065426923118
458,129.0,222.0,56.0,7.0,8.0,68.0,69.0,0.0,38.0,30.0,7.385642510810953,0.0,,8.0,21.0,0.24618808369369843
459,533.0,618.0,57.0,7.0,9.0,75.0,76.0,0.0,16.0,40.0,15.450052263340364,0.0,,,21.0,0.3862513065835091
460,451.0,542.0,58.0,7.0,12.0,107.0,108.0,0.0,16.0,43.0,12.567668741776597,0.0,,11.0,21.0,0.29227136608782783
461,502.0,561.0,59.0,7.0,11.0,95.0,96.0,0.0,24.0,42.0,13.356864459407243,0.0,,,21.0,0.3180205823668391
462,428.0,788.0,60.0,7.0,17.0,,,0.0,24.0,54.0,14.57997888674572,0.0,,,21.0,0.2699996090138096
463,569.0,1184.0,61.0,8.0,17.0,159.0,160.0,0.0,2.0,58.0,20.405675516032403,0.0,,,21.0,0.3518219916557311
464,499.0,525.0,62.0,8.0,19.0,,,242.68571428571428,2.0,42.0,12.48977417826489,130.9840698403522,,12.0,21.0,0.29737557567297357
465,827.0,864.0,63.0,8.0,9.0,,,0.0,4.0,49.0,17.628258520345415,0.0,,,21.0,0.35976037796623295
466,279.0,307.0,64.0,8.0,9.0,,,0.0,4.0,31.0,9.872974574465351,0.0,,,21.0,0.31848305078920486
467,251.0,263.0,65.0,8.0,9.0,,,0.0,0.0,25.0,10.518190754637862,0.0,,,21.0,0.4207276301855145
468,446.0,499.0,66.0,8.0,19.0,,,148.41482965931863,22.0,40.0,12.469102549515378,130.9840698403522,,,21.0,0.31172756373788446
469,315.0,550.0,67.0,8.0,19.0,,,147.92181818181817,22.0,42.0,13.089729356862202,130.9840698403522,,,21.0,0.3116602227824334
470,161.0,208.0,68.0,9.0,14.0,,,0.0,56.0,39.0,5.312791648368118,0.0,,,21.0,0.1362254268812338
471,61.0,61.0,69.0,9.0,9.0,,,0.0,56.0,13.0,4.633247339832064,0.0,,,21.0,0.3564036415255434
472,526.0,526.0,70.0,10.0,10.0,85.0,86.0,0.0,8.0,36.0,14.606035325770288,0.0,,,21.0,0.4057232034936191
473,356.0,605.0,71.0,10.0,18.0,177.0,178.0,0.0,8.0,53.0,11.432517106209646,0.0,,,21.0,0.2157078699284839
474,182.0,182.0,72.0,10.0,10.0,,,0.0,55.0,24.0,7.434386054104926,0.0,,,21.0,0.30976608558770524
475,108.0,119.0,73.0,10.0,16.0,,,0.0,55.0,28.0,4.22099578971416,0.0,,12.0,21.0,0.15074984963264856
476,116.0,116.0,74.0,10.0,10.0,,,0.0,0.0,17.0,6.803926714793507,0.0,,,21.0,0.40023098322314743
477,361.0,514.0,75.0,10.0,17.0,,,0.0,57.0,47.0,10.938948728413473,0.0,,12.0,21.0,0.2327435899662441
478,294.0,317.0,76.0,10.0,17.0,,,0.0,57.0,50.0,6.3248107224793895,0.0,,,21.0,0.12649621444958778
479,616.0,782.0,77.0,10.0,12.0,111.0,112.0,0.0,34.0,40.0,19.54068727969574,0.0,,,21.0,0.48851718199239347
480,596.0,750.0,78.0,10.0,19.0,,,274.74533333333335,34.0,58.0,12.931121655488182,130.9840698403522,,,21.0,0.2229503733704859
481,614.0,714.0,79.0,10.0,19.0,,,134.21148459383753,23.0,60.0,11.879177892443055,130.9840698403522,,13.0,21.0,0.19798629820738425
482,699.0,849.0,80.0,10.0,13.0,126.0,127.0,0.0,23.0,58.0,14.637865942536216,0.0,,,21.0,0.2523769990092451
483,994.0,1289.0,81.0,11.0,14.0,,,0.0,0.0,78.0,16.511633974707443,0.0,,,21.0,0.21168761506035183
484,396.0,273.0,82.0,11.0,13.0,,,0.0,0.0,22.0,12.36468511059473,0.0,,13.0,21.0,0.5620311413906696
485,423.0,648.0,83.0,11.0,19.0,,,184.59722222222223,7.0,52.0,12.453140366127627,130.9840698403522,,,21.0,0.23948346857937744
486,509.0,685.0,84.0,11.0,19.0,,,176.4861313868613,7.0,53.0,12.926564287749578,130.9840698403522,,,21.0,0.24389743939150146
487,442.0,454.0,85.0,11.0,12.0,105.0,106.0,0.0,70.0,35.0,12.983737225187866,0.0,,,21.0,0.37096392071965334
488,147.0,70.0,86.0,11.0,12.0,,,0.0,70.0,12.0,5.753856363982824,0.0,,12.0,21.0,0.479488030331902
489,268.0,544.0,87.0,11.0,19.0,,,257.73713235294116,12.0,56.0,9.700445910068689,130.9840698403522,,,21.0,0.17322224839408373
490,314.0,489.0,88.0,11.0,19.0,,,237.44989775051124,12.0,47.0,10.38473834159524,130.9840698403522,,,21.0,0.22095187960840937
491,1170.0,1170.0,89.0,11.0,11.0,92.0,93.0,0.0,0.0,75.0,15.591264106617963,0.0,,,21.0,0.20788352142157285
492,1027.0,1034.0,90.0,12.0,14.0,137.0,138.0,0.0,0.0,73.0,14.15620955881628,0.0,,,21.0,0.19392067888789427
493,942.0,1783.0,91.0,12.0,18.0,,,0.0,0.0,78.0,22.855064417405348,0.0,,18.0,21.0,0.2930136463769916
494,646.0,646.0,92.0,12.0,12.0,109.0,110.0,0.0,89.0,54.0,11.963440364182803,0.0,,,21.0,0.22154519192931119
495,470.0,660.0,93.0,12.0,13.0,124.0,125.0,0.0,89.0,48.0,13.747098551967284,0.0,,,21.0,0.2863978864993184
496,457.0,478.0,94.0,12.0,17.0,,,0.0,0.0,42.0,11.306318628366505,0.0,,,21.0,0.2691980625801549
497,303.0,560.0,95.0,12.0,17.0,,,0.0,59.0,54.0,10.368324205188193,0.0,,17.0,21.0,0.19200600379978136
498,215.0,196.0,96.0,12.0,16.0,,,0.0,59.0,25.0,7.78389991883495,0.0,,,21.0,0.31135599675339803
499,735.0,735.0,97.0,12.0,12.0,116.0,117.0,0.0,0.0,54.0,13.608478723833091,0.0,,,21.0,0.25200886525616834
500,150.0,27.0,98.0,12.0,16.0,,,0.0,0.0,9.0,2.853918318424402,0.0,,13.0,21.0,0.31710203538048914
501,448.0,967.0,99.0,12.0,15.0,151.0,152.0,0.0,0.0,62.0,15.5967564217874,0.0,,14.0,21.0,0.2515605874481839
502,710.0,511.0,100.0,12.0,14.0,143.0,144.0,0.0,0.0,66.0,7.735747652197488,0.0,,13.0,21.0,0.117208297760568
503,640.0,1296.0,101.0,12.0,18.0,185.0,186.0,0.0,0.0,84.0,15.418472477009843,0.0,,17.0,21.0,0.1835532437739267
504,76.0,167.0,102.0,12.0,13.0,,,0.0,0.0,19.0,8.805193577643614,0.0,,13.0,21.0,0.46343124092861127
505,462.0,445.0,103.0,12.0,19.0,,,154.0943820224719,0.0,33.0,13.473364028613743,130.9840698403522,,16.0,21.0,0.4082837584428407
506,1134.0,1131.0,104.0,12.0,13.0,130.0,131.0,0.0,0.0,73.0,15.482375804729744,0.0,,,21.0,0.2120873397908184
507,358.0,780.0,105.0,13.0,19.0,,,129.8820512820513,85.0,64.0,12.186776837062226,130.9840698403522,,14.0,21.0,0.19041838807909728
508,153.0,153.0,106.0,13.0,13.0,,,0.0,85.0,19.0,8.033090042803464,0.0,,,21.0,0.42279421277912965
509,257.0,260.0,107.0,13.0,17.0,,,0.0,58.0,39.0,6.650351702725632,0.0,,15.0,21.0,0.17052183853142647
510,215.0,154.0,108.0,13.0,17.0,,,0.0,58.0,21.0,7.307410794770154,0.0,,,21.0,0.34797194260810255
511,233.0,967.0,109.0,13.0,19.0,,,154.01964839710445,92.0,65.0,14.868477523845272,130.9840698403522,,14.0,21.0,0.22874580805915803
512,199.0,199.0,110.0,13.0,13.0,,,0.0,92.0,26.0,7.630440566332273,0.0,,,21.0,0.29347848332047205
513,291.0,292.0,111.0,13.0,17.0,,,0.0,77.0,36.0,8.110290163108248,0.0,,,21.0,0.225285837864118
514,478.0,856.0,112.0,13.0,18.0,183.0,184.0,0.0,77.0,65.0,13.183813775524106,0.0,,18.0,21.0,0.2028279042388324
515,454.0,18.0,113.0,13.0,16.0,,,0.0,0.0,6.0,2.9761560397692506,0.0,,14.0,21.0,0.49602600662820845
516,400.0,1637.0,114.0,13.0,17.0,,,0.0,0.0,73.0,22.424556082017276,0.0,,15.0,21.0,0.30718569975366133
517,686.0,743.0,115.0,13.0,14.0,141.0,142.0,0.0,0.0,64.0,11.609395691976777,0.0,,,21.0,0.18139680768713715
518,319.0,439.0,116.0,13.0,17.0,171.0,172.0,0.0,97.0,64.0,6.851710095044017,0.0,,,21.0,0.10705797023506276
519,448.0,448.0,117.0,13.0,13.0,,,0.0,97.0,32.0,13.975814167890661,0.0,,,21.0,0.43674419274658316
520,481.0,481.0,118.0,13.0,13.0,132.0,133.0,0.0,0.0,49.0,9.79834974125569,0.0,,,21.0,0.19996632125011612
521,527.0,264.0,119.0,13.0,17.0,,,0.0,0.0,39.0,6.754993806618697,0.0,,14.0,21.0,0.1732049694004794
522,199.0,199.0,120.0,13.0,13.0,,,0.0,0.0,32.0,6.216752633458192,0.0,,,21.0,0.1942735197955685
523,273.0,588.0,121.0,13.0,17.0,,,0.0,0.0,59.0,9.95026951827131,0.0,,14.0,21.0,0.16864863590290358
524,75.0,806.0,122.0,13.0,19.0,,,276.9516129032258,0.0,44.0,18.315400859201187,130.9840698403522,,18.0,21.0,0.41625911043639063
525,173.0,738.0,123.0,13.0,19.0,,,237.260162601626,0.0,57.0,12.938935841257688,130.9840698403522,,17.0,21.0,0.22699887440802963
526,243.0,243.0,124.0,14.0,14.0,,,0.0,93.0,29.0,8.365196884237902,0.0,,,21.0,0.28845506497372075
527,438.0,201.0,125.0,14.0,19.0,,,205.8507462686567,93.0,18.0,11.158300123090093,130.9840698403522,,19.0,21.0,0.619905562393894
528,492.0,598.0,126.0,14.0,19.0,,,136.51839464882943,80.0,42.0,14.219472891921399,130.9840698403522,,17.0,21.0,0.33855887837908094
529,241.0,279.0,127.0,14.0,18.0,,,0.0,80.0,36.0,7.710369279921475,0.0,,,21.0,0.21417692444226322
530,48.0,48.0,128.0,14.0,14.0,,,0.0,0.0,10.0,4.651884974958037,0.0,,,21.0,0.4651884974958037
531,100.0,17.0,129.0,14.0,15.0,,,0.0,0.0,7.0,2.253851321828068,0.0,,15.0,21.0,0.3219787602611525
532,626.0,626.0,130.0,14.0,14.0,145.0,146.0,0.0,104.0,75.0,8.342841210018747,0.0,,,21.0,0.11123788280024996
533,442.0,214.0,131.0,14.0,15.0,,,0.0,104.0,25.0,8.553224777594927,0.0,,15.0,21.0,0.3421289911037971
534,353.0,537.0,132.0,14.0,17.0,,,0.0,118.0,58.0,9.250347966636323,0.0,,,21.0,0.15948875804545384
535,108.0,116.0,133.0,14.0,17.0,,,0.0,118.0,16.0,7.217776871558286,0.0,,,21.0,0.45111105447239286
536,173.0,173.0,134.0,15.0,15.0,,,0.0,0.0,23.0,7.492275250669605,0.0,,,21.0,0.32575109785520023
537,108.0,108.0,135.0,15.0,15.0,,,0.0,0.0,14.0,7.712329267270279,0.0,,,21.0,0.5508806619478771
538,466.0,474.0,136.0,15.0,17.0,,,0.0,0.0,33.0,14.345893519505056,0.0,,16.0,21.0,0.43472404604560777
539,488.0,754.0,137.0,15.0,19.0,,,125.23342175066313,90.0,59.0,12.76396102096624,130.9840698403522,,,21.0,0.21633832238925832
540,600.0,563.0,138.0,15.0,19.0,,,130.1190053285968,90.0,42.0,13.37218521161538,130.9840698403522,,19.0,21.0,0.3183853621813186
541,91.0,91.0,139.0,15.0,15.0,,,0.0,0.0,16.0,5.62216470590192,0.0,,,21.0,0.35138529411887
542,253.0,253.0,140.0,15.0,15.0,,,0.0,0.0,22.0,11.527538044823705,0.0,,,21.0,0.5239790020374412
543,314.0,314.0,141.0,15.0,15.0,,,0.0,115.0,28.0,11.189474491943953,0.0,,,21.0,0.39962408899799834
544,193.0,205.0,142.0,15.0,17.0,,,0.0,115.0,36.0,5.673786360878706,0.0,,,21.0,0.15760517669107518
545,283.0,283.0,143.0,15.0,15.0,,,0.0,100.0,38.0,7.4428889469264945,0.0,,,21.0,0.1958654986033288
546,241.0,25.0,144.0,15.0,18.0,,,0.0,100.0,6.0,3.928437837352733,0.0,,17.0,21.0,0.6547396395587889
547,653.0,927.0,145.0,15.0,17.0,,,0.0,130.0,70.0,13.240124980660736,0.0,,16.0,21.0,0.18914464258086766
548,273.0,306.0,146.0,15.0,17.0,,,0.0,130.0,38.0,8.043630597025276,0.0,,16.0,21.0,0.21167448939540198
549,221.0,384.0,147.0,16.0,19.0,,,147.8125,41.0,34.0,11.299185357793718,130.9840698403522,,19.0,21.0,0.33232898111157994
550,242.0,386.0,148.0,16.0,19.0,,,143.89896373056996,41.0,35.0,11.025318008811324,130.9840698403522,,,21.0,0.3150090859660378
551,332.0,559.0,149.0,16.0,19.0,,,251.51520572450806,11.0,48.0,11.620768508915626,130.9840698403522,,19.0,21.0,0.2420993439357422
552,362.0,495.0,150.0,16.0,19.0,,,255.24444444444444,11.0,45.0,10.989164766738206,130.9840698403522,,,21.0,0.24420366148307124
553,633.0,522.0,151.0,16.0,19.0,,,194.95977011494253,99.0,43.0,12.139973302637653,130.9840698403522,,18.0,21.0,0.28232496052645706
554,308.0,517.0,152.0,16.0,19.0,,,192.49323017408125,99.0,40.0,12.867921804281746,130.9840698403522,,18.0,21.0,0.32169804510704364
555,88.0,111.0,153.0,16.0,17.0,,,0.0,0.0,20.0,5.395832456269881,0.0,,,21.0,0.26979162281349406
556,306.0,329.0,154.0,16.0,17.0,,,0.0,0.0,42.0,7.810515193193546,0.0,,,21.0,0.1859646474569892
557,406.0,232.0,155.0,17.0,18.0,,,0.0,0.0,20.0,11.58007751420962,0.0,,18.0,21.0,0.579003875710481
558,286.0,350.0,156.0,17.0,19.0,,,155.37142857142857,46.0,35.0,9.980458564144335,130.9840698403522,,,21.0,0.28515595897555246
559,333.0,382.0,157.0,17.0,19.0,,,165.717277486911,46.0,33.0,11.301977154388672,130.9840698403522,,,21.0,0.3424841561935961
560,137.0,137.0,158.0,17.0,17.0,,,0.0,0.0,20.0,6.852626167524558,0.0,,,21.0,0.3426313083762279
561,457.0,496.0,159.0,18.0,19.0,,,242.14112903225808,61.0,41.0,12.102624493165848,130.9840698403522,,,21.0,0.2951859632479475
562,528.0,504.0,160.0,18.0,19.0,,,248.39484126984127,61.0,41.0,12.261174673352137,130.9840698403522,,,21.0,0.2990530408134668
563,236.0,447.0,161.0,18.0,19.0,,,252.46308724832215,0.0,39.0,11.461521974831484,130.9840698403522,,19.0,21.0,0.2938851788418329
564,319.0,470.0,162.0,18.0,19.0,,,144.6659574468085,5.0,41.0,11.477982438897316,130.9840698403522,,19.0,21.0,0.27995079119261745
565,489.0,470.0,163.0,18.0,19.0,,,145.67021276595744,5.0,41.0,11.455844041692295,130.9840698403522,,,21.0,0.27941083028517794
566,396.0,379.0,164.0,18.0,19.0,,,261.245382585752,39.0,30.0,12.610444539375711,130.9840698403522,,,21.0,0.42034815131252373
567,430.0,595.0,165.0,18.0,19.0,,,275.61344537815125,39.0,47.0,12.643219684258597,130.9840698403522,,19.0,21.0,0.26900467413316165
568,189.0,283.0,166.0,18.0,19.0,,,157.87279151943463,45.0,30.0,9.420576755333634,130.9840698403522,,19.0,21.0,0.3140192251777878
569,308.0,375.0,167.0,18.0,19.0,,,142.87733333333333,45.0,34.0,11.016320730967921,130.9840698403522,,,21.0,0.3240094332637624
570,471.0,475.0,168.0,18.0,19.0,,,270.8421052631579,30.0,38.0,12.469974087734819,130.9840698403522,,,21.0,0.32815721283512683
571,414.0,396.0,169.0,18.0,19.0,,,289.25757575757575,30.0,34.0,11.621230961758666,130.9840698403522,,,21.0,0.34180091063996076
572,8.0,497.0,170.0,18.0,19.0,,,133.7887323943662,0.0,40.0,12.398877226978271,130.9840698403522,,19.0,21.0,0.3099719306744568
573,214.0,214.0,171.0,18.0,18.0,,,0.0,116.0,32.0,6.679987256879835,0.0,,,21.0,0.20874960177749485
574,281.0,455.0,172.0,18.0,19.0,,,201.13846153846154,116.0,40.0,11.327480195796934,130.9840698403522,,19.0,21.0,0.2831870048949233
575,357.0,520.0,173.0,18.0,19.0,,,157.65,0.0,49.0,10.54139589085308,130.9840698403522,,19.0,21.0,0.21513052838475674
576,263.0,263.0,174.0,18.0,18.0,,,0.0,0.0,24.0,10.928762233687294,0.0,,,21.0,0.45536509307030393
577,304.0,304.0,175.0,19.0,19.0,,,149.8125,3.0,27.0,11.254260682991937,130.9840698403522,,,21.0,0.4168244697404421
578,332.0,332.0,176.0,19.0,19.0,,,149.22289156626505,3.0,28.0,11.828257168969808,130.9840698403522,,,21.0,0.422437756034636
579,327.0,327.0,177.0,19.0,19.0,,,123.66360856269114,71.0,30.0,10.88553808482626,130.9840698403522,,,21.0,0.36285126949420865
580,455.0,455.0,178.0,19.0,19.0,,,136.8065934065934,71.0,41.0,11.103541824914503,130.9840698403522,,,21.0,0.27081809329059764
581,412.0,412.0,179.0,19.0,19.0,,,153.19660194174756,40.0,37.0,11.132549379828475,130.9840698403522,,,21.0,0.30087971296833715
582,365.0,365.0,180.0,19.0,19.0,,,161.96438356164384,40.0,37.0,9.8711547913167,130.9840698403522,,,21.0,0.2667879673328838
583,449.0,449.0,181.0,19.0,19.0,,,287.3719376391982,31.0,37.0,12.125262855736125,130.9840698403522,,,21.0,0.32770980691178714
584,389.0,389.0,182.0,19.0,19.0,,,294.3573264781491,31.0,34.0,11.448288783543925,130.9840698403522,,,21.0,0.33671437598658605
585,649.0,649.0,183.0,19.0,19.0,,,283.70416024653315,112.0,55.0,11.793605090386453,130.9840698403522,,,21.0,0.2144291834615719
586,531.0,531.0,184.0,19.0,19.0,,,313.51977401129943,112.0,45.0,11.804334511093783,130.9840698403522,,,21.0,0.26231854469097293
587,517.0,517.0,185.0,19.0,19.0,,,153.46615087040618,101.0,43.0,11.950503416414115,130.9840698403522,,,21.0,0.27791868410265386
588,1242.0,1242.0,186.0,19.0,19.0,,,156.96618357487924,101.0,77.0,16.126942953035293,130.9840698403522,,,21.0,0.20944081757188693
589,305.0,208.0,1.0,1.0,4.0,,,0.0,0.0,20.0,10.35477532417185,0.0,,4.0,26.0,0.5177387662085925
590,364.0,678.0,2.0,1.0,13.0,,,0.0,0.0,48.0,14.090921833255317,0.0,,,26.0,0.29356087152615246
591,536.0,791.0,3.0,1.0,9.0,162.0,163.0,0.0,0.0,61.0,12.963840635007593,0.0,,,26.0,0.2125219776230753
592,436.0,705.0,4.0,1.0,11.0,181.0,182.0,0.0,0.0,54.0,13.063704102745364,0.0,,,26.0,0.24192044634713636
593,491.0,795.0,5.0,1.0,10.0,173.0,174.0,0.0,0.0,59.0,13.473356902902994,0.0,,,26.0,0.2283619814051355
594,622.0,811.0,6.0,1.0,8.0,,,0.0,0.0,54.0,15.018674024409723,0.0,,,26.0,0.2781235930446245
595,744.0,822.0,7.0,1.0,3.0,103.0,104.0,0.0,0.0,61.0,13.474017917425492,0.0,,,26.0,0.2208855396299261
596,385.0,677.0,8.0,1.0,11.0,,,0.0,0.0,43.0,15.741114091633753,0.0,,2.0,26.0,0.36607242073566865
597,434.0,570.0,9.0,1.0,11.0,,,0.0,0.0,46.0,12.361900331948497,0.0,,2.0,26.0,0.2687369637380108
598,763.0,807.0,10.0,1.0,2.0,94.0,95.0,0.0,0.0,65.0,12.40497269581497,0.0,,,26.0,0.19084573378176878
599,125.0,633.0,11.0,1.0,7.0,,,0.0,0.0,42.0,15.064770229926848,0.0,,2.0,26.0,0.35868500547444876
600,468.0,554.0,12.0,1.0,8.0,148.0,149.0,0.0,0.0,53.0,10.45113233471362,0.0,,,26.0,0.19719117612667209
601,424.0,688.0,13.0,1.0,10.0,,,0.0,0.0,48.0,14.314857496897739,0.0,,,26.0,0.29822619785203625
602,594.0,924.0,14.0,1.0,10.0,,,0.0,0.0,57.0,16.20110408347057,0.0,,,26.0,0.2842298962012381
603,361.0,336.0,15.0,1.0,10.0,,,0.0,0.0,31.0,10.82328900918574,0.0,,10.0,26.0,0.34913835513502384
604,528.0,746.0,16.0,1.0,11.0,,,0.0,0.0,49.0,15.22293767954904,0.0,,,26.0,0.31067219754181713
605,524.0,795.0,17.0,1.0,11.0,,,0.0,0.0,50.0,15.873205011537785,0.0,,,26.0,0.31746410023075566
606,392.0,866.0,18.0,1.0,10.0,,,0.0,0.0,46.0,18.805780450409912,0.0,,,26.0,0.4088213141393459
607,739.0,904.0,19.0,1.0,4.0,116.0,117.0,0.0,0.0,68.0,13.29407594839253,0.0,,,26.0,0.19550111688812544
608,661.0,857.0,20.0,1.0,8.0,150.0,151.0,0.0,0.0,60.0,14.279999602263073,0.0,,,26.0,0.2379999933710512
609,736.0,1123.0,21.0,1.0,13.0,,,0.0,0.0,75.0,14.963563036919453,0.0,,,26.0,0.1995141738255927
610,729.0,752.0,22.0,1.0,2.0,96.0,97.0,0.0,0.0,66.0,11.386896795955025,0.0,,,26.0,0.1725287393326519
611,568.0,637.0,23.0,1.0,4.0,118.0,119.0,0.0,0.0,56.0,11.352020594184209,0.0,,,26.0,0.20271465346757517
612,415.0,1668.0,24.0,1.0,16.0,248.0,249.0,0.0,0.0,84.0,19.84204735492008,0.0,,12.0,26.0,0.2362148494633343
613,668.0,668.0,25.0,1.0,1.0,91.0,92.0,0.0,0.0,60.0,11.133654913527899,0.0,,,26.0,0.18556091522546497
614,480.0,695.0,26.0,1.0,8.0,152.0,153.0,0.0,0.0,47.0,14.776120400561128,0.0,,,26.0,0.3143855404374708
615,467.0,713.0,27.0,1.0,10.0,175.0,176.0,0.0,0.0,64.0,11.140669720068566,0.0,,,26.0,0.17407296437607134
616,644.0,848.0,28.0,1.0,8.0,154.0,155.0,0.0,0.0,56.0,15.119806635881748,0.0,,,26.0,0.2699965470693169
617,499.0,578.0,29.0,1.0,5.0,124.0,125.0,0.0,0.0,56.0,10.321494336639521,0.0,,,26.0,0.18431239886856288
618,314.0,522.0,30.0,1.0,17.0,268.0,269.0,0.0,0.0,58.0,8.999089207576832,0.0,,,26.0,0.15515671047546262
619,267.0,534.0,31.0,1.0,13.0,202.0,203.0,0.0,0.0,53.0,10.063944790231172,0.0,,,26.0,0.1898857507590787
620,375.0,718.0,32.0,1.0,13.0,204.0,205.0,0.0,0.0,58.0,12.371493395182965,0.0,,,26.0,0.21330161026177524
621,390.0,1017.0,33.0,1.0,14.0,222.0,223.0,0.0,0.0,80.0,12.706647706132951,0.0,,,26.0,0.1588330963266619
622,319.0,695.0,34.0,1.0,13.0,206.0,207.0,0.0,0.0,62.0,11.200935138473305,0.0,,,26.0,0.1806602441689243
623,249.0,671.0,35.0,1.0,18.0,311.0,312.0,0.0,0.0,51.0,13.157342732725802,0.0,,,26.0,0.2579871124063883
624,271.0,786.0,36.0,1.0,18.0,313.0,314.0,0.0,0.0,63.0,12.472587277467948,0.0,,,26.0,0.19797757583282458
625,867.0,908.0,37.0,1.0,2.0,98.0,99.0,0.0,0.0,70.0,12.969777160672797,0.0,,,26.0,0.18528253086675422
626,762.0,968.0,38.0,1.0,9.0,,,0.0,0.0,64.0,15.1368054729895,0.0,,,26.0,0.23651258551546095
627,473.0,663.0,39.0,1.0,7.0,137.0,138.0,0.0,0.0,64.0,10.344682143385178,0.0,,,26.0,0.1616356584903934
628,246.0,442.0,40.0,1.0,16.0,,,0.0,0.0,32.0,13.769827390217586,0.0,,,26.0,0.43030710594429955
629,448.0,761.0,41.0,1.0,10.0,177.0,178.0,0.0,0.0,62.0,12.26096216912565,0.0,,,26.0,0.19775745434073627
630,269.0,468.0,42.0,1.0,16.0,,,0.0,0.0,40.0,11.690769808658633,0.0,,,26.0,0.2922692452164658
631,635.0,783.0,43.0,1.0,4.0,120.0,121.0,0.0,0.0,58.0,13.500607748027292,0.0,,,26.0,0.23276909910391883
632,469.0,547.0,44.0,1.0,16.0,,,0.0,0.0,47.0,11.622611654316257,0.0,,7.0,26.0,0.24728960966630334
633,357.0,640.0,45.0,1.0,13.0,208.0,209.0,0.0,0.0,62.0,10.32485240673983,0.0,,,26.0,0.16652987752806175
634,437.0,1141.0,46.0,1.0,14.0,224.0,225.0,0.0,0.0,71.0,16.057797437543368,0.0,,,26.0,0.22616616109216012
635,398.0,833.0,47.0,1.0,16.0,,,0.0,0.0,49.0,16.988703710637605,0.0,,12.0,26.0,0.34670823899260417
636,377.0,569.0,48.0,1.0,7.0,139.0,140.0,0.0,0.0,53.0,10.73606843464174,0.0,,,26.0,0.20256732895550456
637,435.0,1152.0,49.0,1.0,18.0,326.0,327.0,0.0,0.0,91.0,12.663284205685803,0.0,,9.0,26.0,0.13915696929325058
638,506.0,2463.0,50.0,1.0,9.0,164.0,165.0,0.0,0.0,118.0,20.86825012752811,0.0,,8.0,26.0,0.17684957735193313
639,413.0,685.0,51.0,1.0,8.0,,,0.0,0.0,45.0,15.226351893674437,0.0,,,26.0,0.3383633754149875
