value,parameter,carbon,temp
-15.983411142172098,epRA,glucose,32
-15.892894079062149,epRA,glucose,32
-15.94519578126861,epRA,glucose,32
-15.725744818127012,epRA,glucose,32
-16.05078258341742,epRA,glucose,32
-15.934121450573516,epRA,glucose,32
-15.359975192530607,epRA,glucose,32
-15.490211358477444,epRA,glucose,32
-15.455960150184568,epRA,glucose,32
-15.595479362951464,epRA,glucose,32
-15.71885929139459,epRA,glucose,32
-15.725493572151445,epRA,glucose,32
-15.724422075028917,epRA,glucose,32
-15.843348372753013,epRA,glucose,32
-15.619717448427703,epRA,glucose,32
-15.700807142552966,epRA,glucose,32
-15.700948173805834,epRA,glucose,32
-15.994148580076095,epRA,glucose,32
-16.024448840366638,epRA,glucose,32
-15.621373474598492,epRA,glucose,32
-15.782748237327372,epRA,glucose,32
-15.781393707593137,epRA,glucose,32
-15.999793164224315,epRA,glucose,32
-15.842821642446935,epRA,glucose,32
-15.71452707390561,epRA,glucose,32
-15.871444068898874,epRA,glucose,32
-15.77005747719164,epRA,glucose,32
-15.80679309617364,epRA,glucose,32
-15.901712430899702,epRA,glucose,32
-15.999367950992964,epRA,glucose,32
-15.703383853655536,epRA,glucose,32
-15.695594841654927,epRA,glucose,32
-15.799473897738004,epRA,glucose,32
-15.794105591521722,epRA,glucose,32
-15.881450529383498,epRA,glucose,32
-15.72812018129972,epRA,glucose,32
-15.850924766850804,epRA,glucose,32
-15.694381819843692,epRA,glucose,32
-15.723377439932484,epRA,glucose,32
-15.93170192870371,epRA,glucose,32
-15.944391898971373,epRA,glucose,32
-16.118531389790284,epRA,glucose,32
-16.056300337992813,epRA,glucose,32
-16.12079302022018,epRA,glucose,32
-16.150510101081874,epRA,glucose,32
-15.756860398812524,epRA,glucose,32
-15.75568537582257,epRA,glucose,32
-15.972621093029957,epRA,glucose,32
-15.916287128216078,epRA,glucose,32
-15.7785978645055,epRA,glucose,32
-15.740546158644033,epRA,glucose,32
-15.71939613279964,epRA,glucose,32
-15.78970279144758,epRA,glucose,32
-15.803046612443204,epRA,glucose,32
-15.784832492056402,epRA,glucose,32
-15.598439778714638,epRA,glucose,32
-15.599306577250854,epRA,glucose,32
-15.721871962668677,epRA,glucose,32
-15.797550088371791,epRA,glucose,32
-15.725858992804412,epRA,glucose,32
-15.66151971961299,epRA,glucose,32
-15.978096715533953,epRA,glucose,32
-15.881483803421267,epRA,glucose,32
-15.91918449908759,epRA,glucose,32
-15.859688170345816,epRA,glucose,32
-15.856609286042591,epRA,glucose,32
-15.777418712010459,epRA,glucose,32
-15.662635098536478,epRA,glucose,32
-15.532555964426882,epRA,glucose,32
-15.561674347681134,epRA,glucose,32
-15.748773543323695,epRA,glucose,32
-15.775032883385215,epRA,glucose,32
-15.591099874807407,epRA,glucose,32
-15.869976685806064,epRA,glucose,32
-16.07670115279544,epRA,glucose,32
-16.221632969135246,epRA,glucose,32
-16.244782165701466,epRA,glucose,32
-16.1214502611279,epRA,glucose,32
-16.300707537740074,epRA,glucose,32
-16.376649942855778,epRA,glucose,32
-16.381561766148636,epRA,glucose,32
-16.356172582573258,epRA,glucose,32
-15.859595221832603,epRA,glucose,32
-15.856392840023512,epRA,glucose,32
-15.677050870758782,epRA,glucose,32
-15.786048634721544,epRA,glucose,32
-15.677594969370428,epRA,glucose,32
-15.780006985862162,epRA,glucose,32
-15.838914807383127,epRA,glucose,32
-15.815380137489141,epRA,glucose,32
-15.758682224585115,epRA,glucose,32
-15.897903232487387,epRA,glucose,32
-15.808854569564174,epRA,glucose,32
-15.716408265151992,epRA,glucose,32
-15.723557139725234,epRA,glucose,32
-15.825441709066034,epRA,glucose,32
-15.88495143567685,epRA,glucose,32
-15.752181483844284,epRA,glucose,32
-15.78607207892421,epRA,glucose,32
-16.057555769913648,epRA,glucose,32
-15.884735957501283,epRA,glucose,32
-15.909051279317783,epRA,glucose,32
-16.024023544070314,epRA,glucose,32
-16.01559061143548,epRA,glucose,32
-15.772721665281628,epRA,glucose,32
-15.932191011575288,epRA,glucose,32
-15.894156943913556,epRA,glucose,32
-15.790681965719314,epRA,glucose,32
-15.785651240774378,epRA,glucose,32
-15.88803921685676,epRA,glucose,32
-15.909247039979833,epRA,glucose,32
-15.909694411457659,epRA,glucose,32
-15.617344327639701,epRA,glucose,32
-15.62825949008056,epRA,glucose,32
-15.635753020873487,epRA,glucose,32
-15.61330401157518,epRA,glucose,32
-15.75015457739691,epRA,glucose,32
-15.938561313024783,epRA,glucose,32
-15.538836219873033,epRA,glucose,32
-15.72265878600896,epRA,glucose,32
-15.818338603564865,epRA,glucose,32
-15.919443655280277,epRA,glucose,32
-15.787390509359122,epRA,glucose,32
-15.68179811527287,epRA,glucose,32
-15.702546444001728,epRA,glucose,32
-15.832948368123281,epRA,glucose,32
-15.662766501426358,epRA,glucose,32
-15.639872898510216,epRA,glucose,32
-15.681494953997838,epRA,glucose,32
-15.747722089543998,epRA,glucose,32
-15.676022640355876,epRA,glucose,32
-15.75326498231416,epRA,glucose,32
-15.767434656715864,epRA,glucose,32
-15.756250702654983,epRA,glucose,32
-15.798904425443913,epRA,glucose,32
-15.776671785512407,epRA,glucose,32
-15.740494222897023,epRA,glucose,32
-15.663830572291975,epRA,glucose,32
-15.872860233426755,epRA,glucose,32
-15.729836388514226,epRA,glucose,32
-15.774785451585808,epRA,glucose,32
-15.929829213361415,epRA,glucose,32
-16.053843220047163,epRA,glucose,32
-15.73876471927328,epRA,glucose,32
-15.754801213142109,epRA,glucose,32
-15.618437252389748,epRA,glucose,32
-15.629280885829033,epRA,glucose,32
-15.926999601149888,epRA,glucose,32
-15.833362406879413,epRA,glucose,32
-15.95548319791497,epRA,glucose,32
-15.966051925565152,epRA,glucose,32
-15.890386349961465,epRA,glucose,32
-15.680779168107495,epRA,glucose,32
-15.86057813635312,epRA,glucose,32
-15.84000526502209,epRA,glucose,32
-15.893178280271597,epRA,glucose,32
-15.837682456059705,epRA,glucose,32
-16.06365158295306,epRA,glucose,32
-15.487314929206065,epRA,glucose,32
-15.606070218195603,epRA,glucose,32
-15.833200578077752,epRA,glucose,32
-15.857441408361522,epRA,glucose,32
-15.771809932425416,epRA,glucose,32
-15.765924885623482,epRA,glucose,32
-15.651673214148293,epRA,glucose,32
-15.642157821398538,epRA,glucose,32
-15.626541571130739,epRA,glucose,32
-15.93987356949588,epRA,glucose,32
-15.673161160441541,epRA,glucose,32
-15.845041234023201,epRA,glucose,32
-16.14058002479794,epRA,glucose,32
-15.953623005701749,epRA,glucose,32
-15.9435824121324,epRA,glucose,32
-15.963280552705262,epRA,glucose,32
-15.820482837738316,epRA,glucose,32
-15.674449655035016,epRA,glucose,32
-15.847768783210052,epRA,glucose,32
-15.692634027800008,epRA,glucose,32
-15.966512918352644,epRA,glucose,32
-15.827811024481958,epRA,glucose,32
-15.805229302005486,epRA,glucose,32
-15.72157791238406,epRA,glucose,32
-15.80538556163937,epRA,glucose,32
-15.910515844697974,epRA,glucose,32
-15.718383791704433,epRA,glucose,32
-15.926327986118709,epRA,glucose,32
-15.978934217113208,epRA,glucose,32
-15.811215786815364,epRA,glucose,32
-15.861377157652713,epRA,glucose,32
-15.844245060601002,epRA,glucose,32
-15.874783795525344,epRA,glucose,32
-15.808048210054443,epRA,glucose,32
-15.681368834374089,epRA,glucose,32
-15.6965301481936,epRA,glucose,32
-15.627453666623335,epRA,glucose,32
-15.87879670420982,epRA,glucose,32
-15.877610876112227,epRA,glucose,32
-15.764798497284902,epRA,glucose,32
-15.840770789437503,epRA,glucose,32
-15.847417142148064,epRA,glucose,32
-15.993580299387743,epRA,glucose,32
-15.641281235967181,epRA,glucose,32
-15.49202103810431,epRA,glucose,32
-16.033179492996783,epRA,glucose,32
-16.033504714920024,epRA,glucose,32
-15.678196572403753,epRA,glucose,32
-15.72100601641574,epRA,glucose,32
-15.657617008327195,epRA,glucose,32
-15.570305704241575,epRA,glucose,32
-15.736329503446763,epRA,glucose,32
-15.707674303922984,epRA,glucose,32
-15.817437118234182,epRA,glucose,32
-15.64104417930836,epRA,glucose,32
-15.950986924836025,epRA,glucose,32
-16.0331215632387,epRA,glucose,32
-15.84823298619695,epRA,glucose,32
-15.992607886694984,epRA,glucose,32
-15.96298266057408,epRA,glucose,32
-15.879857073036558,epRA,glucose,32
-15.662000581071526,epRA,glucose,32
-15.860567547746896,epRA,glucose,32
-15.887528836098697,epRA,glucose,32
-15.573239630391788,epRA,glucose,32
-15.704815147704421,epRA,glucose,32
-15.843811287152826,epRA,glucose,32
-15.72814739401814,epRA,glucose,32
-15.691121431175917,epRA,glucose,32
-15.839530610071606,epRA,glucose,32
-15.751571344913119,epRA,glucose,32
-15.695732319771619,epRA,glucose,32
-15.816898357676221,epRA,glucose,32
-15.805846683861128,epRA,glucose,32
-15.872742331941538,epRA,glucose,32
-15.828048280107998,epRA,glucose,32
-15.797696615818207,epRA,glucose,32
-15.83966607242423,epRA,glucose,32
-15.679644162055242,epRA,glucose,32
-15.763607457946678,epRA,glucose,32
-15.807602397276064,epRA,glucose,32
-15.766788788026442,epRA,glucose,32
-15.612712712491534,epRA,glucose,32
-15.637664427005742,epRA,glucose,32
-15.938693484338973,epRA,glucose,32
-15.964786917910036,epRA,glucose,32
-15.945144825159746,epRA,glucose,32
-15.881310262029354,epRA,glucose,32
-15.912496149645584,epRA,glucose,32
-16.028140678908414,epRA,glucose,32
-15.72508922705132,epRA,glucose,32
-15.722782698228203,epRA,glucose,32
-15.557468932937974,epRA,glucose,32
-15.73743383825869,epRA,glucose,32
-15.87792673566275,epRA,glucose,32
-15.708449798160778,epRA,glucose,32
-15.858253507263942,epRA,glucose,32
-15.817670272911199,epRA,glucose,32
-15.963889575697854,epRA,glucose,32
-15.92844694040886,epRA,glucose,32
-15.745985679019906,epRA,glucose,32
-15.79736156311443,epRA,glucose,32
-15.891003202815229,epRA,glucose,32
-15.907525730473658,epRA,glucose,32
-15.83849118487649,epRA,glucose,32
-15.914473134918905,epRA,glucose,32
-15.730487559033119,epRA,glucose,32
-15.775942314156422,epRA,glucose,32
-15.903392156508605,epRA,glucose,32
-15.812576346682416,epRA,glucose,32
-15.75419286968351,epRA,glucose,32
-15.737862753206466,epRA,glucose,32
-15.821054356459983,epRA,glucose,32
-15.722621606328229,epRA,glucose,32
-15.853934032283572,epRA,glucose,32
-15.859231425212032,epRA,glucose,32
-15.70901944478456,epRA,glucose,32
-15.70975012001177,epRA,glucose,32
-15.576920634858308,epRA,glucose,32
-15.472073862524853,epRA,glucose,32
-15.620087050143143,epRA,glucose,32
-15.722580056030889,epRA,glucose,32
-15.647584701861346,epRA,glucose,32
-15.518420934398135,epRA,glucose,32
-15.889536730936543,epRA,glucose,32
-15.816338589722871,epRA,glucose,32
-15.79010706505472,epRA,glucose,32
-15.589458896472093,epRA,glucose,32
-15.637274369477437,epRA,glucose,32
-15.874333231202748,epRA,glucose,32
-15.802585860003852,epRA,glucose,32
-15.955395961753238,epRA,glucose,32
-16.026978381261316,epRA,glucose,32
-15.97065778049792,epRA,glucose,32
-15.591388191402666,epRA,glucose,32
-15.61335794855703,epRA,glucose,32
-15.758642939371619,epRA,glucose,32
-15.9218105240134,epRA,glucose,32
-15.913978286302585,epRA,glucose,32
-15.601377019335331,epRA,glucose,32
-15.732394705441902,epRA,glucose,32
-15.761029868105133,epRA,glucose,32
-15.72525471624553,epRA,glucose,32
-15.833700091710329,epRA,glucose,32
-15.870331554587494,epRA,glucose,32
-15.717991860036426,epRA,glucose,32
-15.961710448324293,epRA,glucose,32
-15.441249133647027,epRA,glucose,32
-15.788001072574191,epRA,glucose,32
-15.92153785175936,epRA,glucose,32
-15.964579120878017,epRA,glucose,32
-15.79381747749501,epRA,glucose,32
-15.747617151604267,epRA,glucose,32
-15.831623033233083,epRA,glucose,32
-15.908549789771259,epRA,glucose,32
-16.007110698685832,epRA,glucose,32
-15.700826594869199,epRA,glucose,32
-15.880540868236364,epRA,glucose,32
-15.680676108927194,epRA,glucose,32
-15.679648438702854,epRA,glucose,32
-15.678592493594333,epRA,glucose,32
-16.029755136220665,epRA,glucose,32
-16.039189470909662,epRA,glucose,32
-15.788704472076715,epRA,glucose,32
-15.781656316874717,epRA,glucose,32
-15.788911438143245,epRA,glucose,32
-15.745076926163303,epRA,glucose,32
-15.694636782035483,epRA,glucose,32
-15.712488235404836,epRA,glucose,32
-15.67970739128441,epRA,glucose,32
-15.662706101158816,epRA,glucose,32
-15.555239730595742,epRA,glucose,32
-15.701828787163425,epRA,glucose,32
-15.839347074112114,epRA,glucose,32
-15.852016270526464,epRA,glucose,32
-15.769844539877433,epRA,glucose,32
-15.892272192719785,epRA,glucose,32
-15.78727900699236,epRA,glucose,32
-15.809022580332492,epRA,glucose,32
-15.830070839326037,epRA,glucose,32
-15.862103117460453,epRA,glucose,32
-15.89317472483456,epRA,glucose,32
-15.839248898484055,epRA,glucose,32
-15.636575890336513,epRA,glucose,32
-15.70643887163101,epRA,glucose,32
-15.761614627423155,epRA,glucose,32
-15.703766631361988,epRA,glucose,32
-15.857949584128347,epRA,glucose,32
-15.722354969105126,epRA,glucose,32
-15.60564876120679,epRA,glucose,32
-15.97259117228681,epRA,glucose,32
-15.652208635363868,epRA,glucose,32
-15.810579242048844,epRA,glucose,32
-15.978154365715513,epRA,glucose,32
-15.660936333766625,epRA,glucose,32
-15.723241631158366,epRA,glucose,32
-15.79653360075704,epRA,glucose,32
-16.08663317786181,epRA,glucose,32
-16.061289770600183,epRA,glucose,32
-15.689012957245312,epRA,glucose,32
-15.815166420891916,epRA,glucose,32
-15.983846241487237,epRA,glucose,32
-15.64086355554257,epRA,glucose,32
-15.645569517920713,epRA,glucose,32
-15.91494629987448,epRA,glucose,32
-15.628204833035023,epRA,glucose,32
-16.233515414077843,epRA,glucose,32
-16.29783984812656,epRA,glucose,32
-15.736286931339086,epRA,glucose,32
-15.85741093233529,epRA,glucose,32
-15.547534767029981,epRA,glucose,32
-15.455821011063025,epRA,glucose,32
-15.85604788354779,epRA,glucose,32
-15.72748325401547,epRA,glucose,32
-15.967579645569568,epRA,glucose,32
-16.146072213738467,epRA,glucose,32
-15.600565230872023,epRA,glucose,32
-15.805621690676219,epRA,glucose,32
-15.916825144559004,epRA,glucose,32
-15.889009081179509,epRA,glucose,32
-15.64340922886074,epRA,glucose,32
-16.019302028742786,epRA,glucose,32
-15.70278965690907,epRA,glucose,32
-15.708443386424507,epRA,glucose,32
-16.000658651681256,epRA,glucose,32
-15.875269646255576,epRA,glucose,32
-15.596453324326653,epRA,glucose,32
-15.606290761800677,epRA,glucose,32
-15.60161047377587,epRA,glucose,32
-15.533564512611637,epRA,glucose,32
-16.04870947037677,epRA,glucose,32
-15.841796729095718,epRA,glucose,32
-16.017890307844063,epRA,glucose,32
-16.036123159006177,epRA,glucose,32
-16.086925084581143,epRA,glucose,32
-15.924454715476273,epRA,glucose,32
-15.912168098746026,epRA,glucose,32
-15.830718599903646,epRA,glucose,32
-15.795785425714246,epRA,glucose,32
-15.993082503654358,epRA,glucose,32
-15.567516519198973,epRA,glucose,32
-16.07246397418776,epRA,glucose,32
-16.18384328021191,epRA,glucose,32
-16.13280549787244,epRA,glucose,32
-16.088791093445458,epRA,glucose,32
-16.17660073883983,epRA,glucose,32
-16.02706898836062,epRA,glucose,32
-16.15555170458352,epRA,glucose,32
-16.246564270216865,epRA,glucose,32
-16.250099145343512,epRA,glucose,32
-15.581259497732804,epRA,glucose,32
-15.98516358874789,epRA,glucose,32
-15.65441123783827,epRA,glucose,32
-15.857402999496465,epRA,glucose,32
-15.963977107019591,epRA,glucose,32
-15.81516942625306,epRA,glucose,32
-15.62625564638125,epRA,glucose,32
-15.852423310708703,epRA,glucose,32
-15.774312454502212,epRA,glucose,32
-15.783054949252302,epRA,glucose,32
-15.513204867841846,epRA,glucose,32
-15.609395563287778,epRA,glucose,32
-15.659664417837183,epRA,glucose,32
-15.689140711618277,epRA,glucose,32
-15.971057530858658,epRA,glucose,32
-15.696024806564468,epRA,glucose,32
-15.713969352836344,epRA,glucose,32
-15.663589622962022,epRA,glucose,32
-15.693210758676111,epRA,glucose,32
-15.639968312984216,epRA,glucose,32
-15.659503283304325,epRA,glucose,32
-15.840260653235692,epRA,glucose,32
-15.853793871041738,epRA,glucose,32
-15.666589919997847,epRA,glucose,32
-15.871219811885537,epRA,glucose,32
-15.804679547265787,epRA,glucose,32
-15.788136226448612,epRA,glucose,32
-15.527779088117386,epRA,glucose,32
-15.550968888320224,epRA,glucose,32
-15.565399037796706,epRA,glucose,32
-15.502384520896591,epRA,glucose,32
-15.949904507090851,epRA,glucose,32
-15.894921035611427,epRA,glucose,32
-15.614961700998876,epRA,glucose,32
-15.956974841263747,epRA,glucose,32
-15.774111506125308,epRA,glucose,32
-15.569470561508084,epRA,glucose,32
-15.504912931334358,epRA,glucose,32
-15.991486786482435,epRA,glucose,32
-15.975596854919253,epRA,glucose,32
-15.947030182278683,epRA,glucose,32
-15.961800947788152,epRA,glucose,32
-15.740381233301104,epRA,glucose,32
-15.734982156101108,epRA,glucose,32
-15.810978788257884,epRA,glucose,32
-15.767560016583806,epRA,glucose,32
-15.786406587733303,epRA,glucose,32
-15.770831272849252,epRA,glucose,32
-15.890016234295732,epRA,glucose,32
-15.79183971526899,epRA,glucose,32
-15.837693696513446,epRA,glucose,32
-15.845868481046024,epRA,glucose,32
-15.834823336973495,epRA,glucose,32
-15.823622234429475,epRA,glucose,32
-15.927696072702114,epRA,glucose,32
-15.939804724976863,epRA,glucose,32
-15.923554842710448,epRA,glucose,32
-15.673890254662144,epRA,glucose,32
-15.679553087169039,epRA,glucose,32
-15.586055706056987,epRA,glucose,32
-15.667892581760551,epRA,glucose,32
-15.483794273802513,epRA,glucose,32
-16.02439160066799,epRA,glucose,32
-16.041334601720266,epRA,glucose,32
-16.174856693099656,epRA,glucose,32
-15.896897695777538,epRA,glucose,32
-15.937777010661481,epRA,glucose,32
-15.98622412256989,epRA,glucose,32
-15.662403074084455,epRA,glucose,32
-15.667755700774325,epRA,glucose,32
-15.700252446183969,epRA,glucose,32
-15.62865295562556,epRA,glucose,32
-15.726022710901416,epRA,glucose,32
-15.850535563088837,epRA,glucose,32
-15.747932726120641,epRA,glucose,32
-15.747013087204028,epRA,glucose,32
-15.649014052561553,epRA,glucose,32
-15.900142055232045,epRA,glucose,32
-15.916756416684057,epRA,glucose,32
-15.821804326577283,epRA,glucose,32
-15.896186808554539,epRA,glucose,32
-15.894537105498333,epRA,glucose,32
-15.823273935405922,epRA,glucose,32
-16.054968193267737,epRA,glucose,32
-15.835537702112404,epRA,glucose,32
-15.85601321387687,epRA,glucose,32
-15.759121171731364,epRA,glucose,32
-15.659917653805993,epRA,glucose,32
-15.863014147762568,epRA,glucose,32
-15.849712644438696,epRA,glucose,32
-15.979168279867746,epRA,glucose,32
-15.572089651587445,epRA,glucose,32
-15.693665982998569,epRA,glucose,32
-16.03023357984113,epRA,glucose,32
-15.88953108989233,epRA,glucose,32
-15.659376469406986,epRA,glucose,32
-15.775427413225149,epRA,glucose,32
-15.761486018577786,epRA,glucose,32
-15.867279876419326,epRA,glucose,32
-15.82609217788435,epRA,glucose,32
-15.685337160800382,epRA,glucose,32
-15.627130673394891,epRA,glucose,32
-15.727163637137929,epRA,glucose,32
-15.755570449310909,epRA,glucose,32
-15.957171552684123,epRA,glucose,32
-15.35610850243068,epRA,glucose,32
-15.887982922811437,epRA,glucose,32
-15.86421125464054,epRA,glucose,32
-15.946010511999223,epRA,glucose,32
-15.566768141115098,epRA,glucose,32
-15.58604691724314,epRA,glucose,32
-15.731679191205409,epRA,glucose,32
-15.909517205876712,epRA,glucose,32
-15.830030425896851,epRA,glucose,32
-15.609649101087767,epRA,glucose,32
-16.181218719465885,epRA,glucose,32
-15.832767223342895,epRA,glucose,32
-15.973728058788167,epRA,glucose,32
-15.962238019887062,epRA,glucose,32
-15.993405748679272,epRA,glucose,32
-15.880627377815172,epRA,glucose,32
-15.942751924846894,epRA,glucose,32
-15.942629091810847,epRA,glucose,32
-15.9735477658182,epRA,glucose,32
-15.850336547061408,epRA,glucose,32
-15.843400251933604,epRA,glucose,32
-15.678627811050022,epRA,glucose,32
-15.893698701868562,epRA,glucose,32
-15.880417171857063,epRA,glucose,32
-15.806921839527826,epRA,glucose,32
-15.984278230973922,epRA,glucose,32
-15.863712454456916,epRA,glucose,32
-15.64668900054887,epRA,glucose,32
-15.6529378405425,epRA,glucose,32
-15.601319227217944,epRA,glucose,32
-15.579944845064723,epRA,glucose,32
-15.803194038005772,epRA,glucose,32
-15.67759942651164,epRA,glucose,32
-15.869378687432322,epRA,glucose,32
-15.70066584077253,epRA,glucose,32
-15.603704593904299,epRA,glucose,32
-15.771051483444927,epRA,glucose,32
-15.770654415340356,epRA,glucose,32
-15.73928947281467,epRA,glucose,32
-15.823421105909642,epRA,glucose,32
-15.841984775984866,epRA,glucose,32
-15.950702415774748,epRA,glucose,32
-15.591465712860701,epRA,glucose,32
-15.690507299423551,epRA,glucose,32
-15.758238077882751,epRA,glucose,32
-15.877235405916853,epRA,glucose,32
-15.725020946316192,epRA,glucose,32
-15.8198942816333,epRA,glucose,32
-15.782712195808797,epRA,glucose,32
-15.687073489566043,epRA,glucose,32
-15.96841835174592,epRA,glucose,32
-15.935996405885529,epRA,glucose,32
-15.911470570248142,epRA,glucose,32
-15.696512336726826,epRA,glucose,32
-15.632831504716592,epRA,glucose,32
-15.620291280793477,epRA,glucose,32
-15.839080632485445,epRA,glucose,32
-15.830585985738647,epRA,glucose,32
-15.79511765685449,epRA,glucose,32
-15.803932390088118,epRA,glucose,32
-15.767857309077254,epRA,glucose,32
-15.699524859966596,epRA,glucose,32
-15.776239011847657,epRA,glucose,32
-15.720131101452958,epRA,glucose,32
-15.75287524666345,epRA,glucose,32
-15.730829945100115,epRA,glucose,32
-15.466503505948763,epRA,glucose,32
-15.361521745688762,epRA,glucose,32
-16.25958694117045,epRA,glucose,32
-16.26469630879664,epRA,glucose,32
-16.2442064951398,epRA,glucose,32
-16.26190612507068,epRA,glucose,32
-15.53141730490064,epRA,glucose,32
-15.848903117417843,epRA,glucose,32
-15.76651471790729,epRA,glucose,32
-15.665493959359733,epRA,glucose,32
-15.833443291770145,epRA,glucose,32
-15.81626592044855,epRA,glucose,32
-15.68601184224046,epRA,glucose,32
-15.96573504614514,epRA,glucose,32
-15.862319826734929,epRA,glucose,32
-15.94257423395692,epRA,glucose,32
-15.485442564534884,epRA,glucose,32
-15.435574685967582,epRA,glucose,32
-15.525492748330903,epRA,glucose,32
-15.94591212438081,epRA,glucose,32
-15.958868695975383,epRA,glucose,32
-15.973955903233016,epRA,glucose,32
-15.765824324030278,epRA,glucose,32
-15.746715203096961,epRA,glucose,32
-15.77847783694751,epRA,glucose,32
-15.87724745442585,epRA,glucose,32
-15.972306592425614,epRA,glucose,32
-15.562561983713367,epRA,glucose,32
-15.652527704746262,epRA,glucose,32
-15.616806533863057,epRA,glucose,32
-15.719006088921462,epRA,glucose,32
-15.630938792084958,epRA,glucose,32
-15.78307651302959,epRA,glucose,32
-15.712565668583766,epRA,glucose,32
-15.800450539450022,epRA,glucose,32
-15.616966449832763,epRA,glucose,32
-15.748392978777444,epRA,glucose,32
-15.818315811600305,epRA,glucose,32
-15.671922265601445,epRA,glucose,32
-15.754066557184936,epRA,glucose,32
-15.744925842457292,epRA,glucose,32
-15.494076545221654,epRA,glucose,32
-16.12863096301446,epRA,glucose,32
-16.30823041138666,epRA,glucose,32
-16.157802235253445,epRA,glucose,32
-16.117176948299303,epRA,glucose,32
-16.145194068260718,epRA,glucose,32
-15.911285873450119,epRA,glucose,32
-15.797198463859564,epRA,glucose,32
-15.88897040055705,epRA,glucose,32
-16.002379459053486,epRA,glucose,32
-15.93043964019208,epRA,glucose,32
-15.748908154775531,epRA,glucose,32
-15.776514757207941,epRA,glucose,32
-15.645699349009892,epRA,glucose,32
-15.636846327820082,epRA,glucose,32
-15.63032516087624,epRA,glucose,32
-15.683088021091462,epRA,glucose,32
-15.733184887886559,epRA,glucose,32
-16.014355105206718,epRA,glucose,32
-15.98466775370775,epRA,glucose,32
-15.791587424291732,epRA,glucose,32
-15.782844589736577,epRA,glucose,32
-15.781516944774767,epRA,glucose,32
-15.803777786840408,epRA,glucose,32
-15.836717381886533,epRA,glucose,32
-15.780216755092049,epRA,glucose,32
-15.748894917261001,epRA,glucose,32
-15.846003113572802,epRA,glucose,32
-15.800395661517614,epRA,glucose,32
-16.04700196994825,epRA,glucose,32
-16.048681436311295,epRA,glucose,32
-15.540952082187928,epRA,glucose,32
-15.850410774360073,epRA,glucose,32
-15.871165811115192,epRA,glucose,32
-15.728092158807774,epRA,glucose,32
-15.673335806485296,epRA,glucose,32
-15.770461829379487,epRA,glucose,32
-15.673001744555824,epRA,glucose,32
-15.633987122716217,epRA,glucose,32
-15.613677342775263,epRA,glucose,32
-15.622136772002666,epRA,glucose,32
-15.57740626978213,epRA,glucose,32
-16.24492542226977,epRA,glucose,32
-16.217974470014422,epRA,glucose,32
-15.824929686201035,epRA,glucose,32
-15.764568316375346,epRA,glucose,32
-15.810208811123086,epRA,glucose,32
-15.910593057851463,epRA,glucose,32
-15.842581077633746,epRA,glucose,32
-15.795610763862626,epRA,glucose,32
-15.792069019779337,epRA,glucose,32
-15.783566890053113,epRA,glucose,32
-15.929072463037379,epRA,glucose,32
-15.885566551669262,epRA,glucose,32
-15.621362886768814,epRA,glucose,32
-15.746769193538384,epRA,glucose,32
-15.765813186369101,epRA,glucose,32
-15.826241479235993,epRA,glucose,32
-15.859374824499803,epRA,glucose,32
-15.924029707573947,epRA,glucose,32
-15.946027195611366,epRA,glucose,32
-15.761898570949263,epRA,glucose,32
-15.76428661412617,epRA,glucose,32
-15.713158632066257,epRA,glucose,32
-15.678753333874699,epRA,glucose,32
-15.932425512706134,epRA,glucose,32
-15.880866416008757,epRA,glucose,32
-15.880326076713372,epRA,glucose,32
-15.92941315079538,epRA,glucose,32
-15.932390066378286,epRA,glucose,32
-15.766174524945916,epRA,glucose,32
-15.75093053634161,epRA,glucose,32
-15.739296537369658,epRA,glucose,32
-15.763667548222072,epRA,glucose,32
-16.01723984633623,epRA,glucose,32
-15.72499404731813,epRA,glucose,32
-15.683568160712909,epRA,glucose,32
-15.717672498103816,epRA,glucose,32
-15.834978040008124,epRA,glucose,32
-15.821713003363927,epRA,glucose,32
-15.650883615804112,epRA,glucose,32
-15.793081149838747,epRA,glucose,32
-15.767715010259518,epRA,glucose,32
-15.67814773773466,epRA,glucose,32
-15.72863334831785,epRA,glucose,32
-15.777991340382552,epRA,glucose,32
-15.590151183523423,epRA,glucose,32
-15.700810356567555,epRA,glucose,32
-15.777538828758736,epRA,glucose,32
-15.819191917272647,epRA,glucose,32
-15.764549658208002,epRA,glucose,32
-15.670032955758577,epRA,glucose,32
-15.782805144650952,epRA,glucose,32
-15.891206937368683,epRA,glucose,32
-15.806027550762778,epRA,glucose,32
-15.814214592472839,epRA,glucose,32
-15.656864349791888,epRA,glucose,32
-15.778059211645228,epRA,glucose,32
-15.83682906324096,epRA,glucose,32
-15.830942915944702,epRA,glucose,32
-15.825502452443756,epRA,glucose,32
-15.777822444563661,epRA,glucose,32
-15.77466161950271,epRA,glucose,32
-15.800423860814973,epRA,glucose,32
-15.633235438343995,epRA,glucose,32
-15.87573339402633,epRA,glucose,32
-15.69573420209971,epRA,glucose,32
-15.961483791286444,epRA,glucose,32
-16.016977538546975,epRA,glucose,32
-15.91554927811369,epRA,glucose,32
-15.909350802662699,epRA,glucose,32
-15.72706895212809,epRA,glucose,32
-15.774229592246833,epRA,glucose,32
-16.096200945115108,epRA,glucose,32
-16.00517977487801,epRA,glucose,32
-15.950430909434669,epRA,glucose,32
