strain,area_pix,mean_yfp,mean_mCherry,fold_change,atc_ngml,date,carbon,temp,operator,run_number
dilution,816.0,185.03186274509804,390.1605392156863,0.024367994434396818,4.0,20181004,glucose,37,O2,1
dilution,866.0,176.13625866050808,358.7598152424942,0.013878356995723592,4.0,20181004,glucose,37,O2,1
dilution,576.0,175.69270833333334,408.03819444444446,0.013355325386669881,4.0,20181004,glucose,37,O2,1
dilution,663.0,227.72699849170436,314.09351432880845,0.07471381582191432,4.0,20181004,glucose,37,O2,1
dilution,684.0,226.12426900584796,318.32456140350877,0.0728238878238789,4.0,20181004,glucose,37,O2,1
dilution,744.0,180.17876344086022,349.81720430107526,0.01864525186725406,4.0,20181004,glucose,37,O2,1
dilution,599.0,184.7262103505843,309.0617696160267,0.024007571154513487,4.0,20181004,glucose,37,O2,1
dilution,521.0,187.07869481765835,358.4587332053743,0.026781605262266233,4.0,20181004,glucose,37,O2,1
dilution,486.0,177.46707818930042,360.3230452674897,0.015447650572707366,4.0,20181004,glucose,37,O2,1
dilution,784.0,204.36607142857142,301.87882653061223,0.04716676530197773,4.0,20181004,glucose,37,O2,1
dilution,512.0,178.486328125,438.47265625,0.016649543348421246,4.0,20181004,glucose,37,O2,1
dilution,514.0,176.0486381322957,429.74124513618676,0.013775035448991876,4.0,20181004,glucose,37,O2,1
dilution,457.0,173.10503282275712,404.218818380744,0.01030395555762141,4.0,20181004,glucose,37,O2,1
dilution,481.0,172.6008316008316,402.7567567567568,0.009709404815047704,4.0,20181004,glucose,37,O2,1
dilution,590.0,192.00338983050847,342.77457627118645,0.03258877301496879,4.0,20181004,glucose,37,O2,1
dilution,669.0,185.56352765321375,382.575485799701,0.024994930173888697,4.0,20181004,glucose,37,O2,1
dilution,358.0,263.35754189944134,315.76536312849163,0.11672911669816698,4.0,20181004,glucose,37,O2,1
dilution,316.0,171.08227848101265,271.7848101265823,0.007918737030511153,4.0,20181004,glucose,37,O2,1
dilution,552.0,182.6141304347826,373.2427536231884,0.021517020501900384,4.0,20181004,glucose,37,O2,1
dilution,519.0,180.4335260115607,372.60308285163774,0.018945666203838772,4.0,20181004,glucose,37,O2,1
dilution,305.0,210.90819672131147,321.1344262295082,0.05488119613170595,4.0,20181004,glucose,37,O2,1
dilution,256.0,178.37890625,296.99609375,0.016522872184662456,4.0,20181004,glucose,37,O2,1
dilution,801.0,181.7765293383271,393.5992509363296,0.02052932683472451,4.0,20181004,glucose,37,O2,1
dilution,482.0,169.21991701244812,398.8817427385892,0.00572265271749202,4.0,20181004,glucose,37,O2,1
dilution,568.0,169.96302816901408,403.6426056338028,0.006598924473168897,4.0,20181004,glucose,37,O2,1
dilution,536.0,169.41231343283582,317.3824626865672,0.005949525302554747,4.0,20181004,glucose,37,O2,1
dilution,470.0,168.40851063829788,321.7063829787234,0.004765847693423015,4.0,20181004,glucose,37,O2,1
dilution,276.0,180.5036231884058,291.4311594202899,0.019028324330660484,4.0,20181004,glucose,37,O2,1
dilution,837.0,176.31780167264037,386.0872162485066,0.014092431313632066,4.0,20181004,glucose,37,O2,1
dilution,785.0,175.45222929936307,361.3541401273885,0.013071754102025997,4.0,20181004,glucose,37,O2,1
dilution,518.0,169.0752895752896,372.88803088803087,0.0055521090011742495,4.0,20181004,glucose,37,O2,1
dilution,480.0,170.48125,373.76875,0.007210008225116041,4.0,20181004,glucose,37,O2,1
dilution,480.0,176.975,340.41041666666666,0.014867395229938452,4.0,20181004,glucose,37,O2,1
dilution,444.0,176.72522522522522,346.22747747747746,0.01457286246928508,4.0,20181004,glucose,37,O2,1
dilution,579.0,193.11571675302244,320.21243523316065,0.03390042155727063,4.0,20181004,glucose,37,O2,1
dilution,310.0,189.91935483870967,346.84193548387094,0.03013129275105421,4.0,20181004,glucose,37,O2,1
dilution,322.0,175.11180124223603,312.64596273291926,0.01267032359103904,4.0,20181004,glucose,37,O2,1
dilution,440.0,172.13636363636363,241.06136363636364,0.009161707266593657,4.0,20181004,glucose,37,O2,1
dilution,847.0,185.97520661157026,358.83825265643446,0.02548037927585257,4.0,20181004,glucose,37,O2,1
dilution,356.0,169.11797752808988,276.3370786516854,0.005602446352479033,4.0,20181004,glucose,37,O2,1
dilution,342.0,183.3684210526316,366.5701754385965,0.0224064750043029,4.0,20181004,glucose,37,O2,1
dilution,271.0,163.20664206642067,238.2952029520295,-0.001368161284915641,4.0,20181004,glucose,37,O2,1
dilution,321.0,160.15264797507788,219.61370716510905,-0.004969410896904502,4.0,20181004,glucose,37,O2,1
dilution,484.0,163.98347107438016,325.8347107438017,-0.00045212966212170936,4.0,20181004,glucose,37,O2,1
dilution,499.0,170.66533066132266,328.2044088176353,0.0074270749221480034,4.0,20181004,glucose,37,O2,1
dilution,573.0,192.55497382198953,396.06108202443284,0.03323919720568066,4.0,20181004,glucose,37,O2,1
dilution,680.0,214.9264705882353,349.9,0.05961951807055485,4.0,20181004,glucose,37,O2,1
dilution,792.0,168.64267676767676,210.28661616161617,0.005041974842770523,4.0,20181004,glucose,37,O2,1
dilution,276.0,165.88768115942028,215.29347826086956,0.001793302262365371,4.0,20181004,glucose,37,O2,1
dilution,436.0,195.47018348623854,442.74311926605503,0.03667679314013348,4.0,20181004,glucose,37,O2,1
dilution,416.0,193.85817307692307,409.85096153846155,0.0347759211386042,4.0,20181004,glucose,37,O2,1
dilution,728.0,168.54807692307693,326.3282967032967,0.004930423332364835,4.0,20181004,glucose,37,O2,1
dilution,496.0,177.8548387096774,383.9818548387097,0.01590489521096999,4.0,20181004,glucose,37,O2,1
dilution,510.0,185.72549019607843,380.5176470588235,0.025185915332079253,4.0,20181004,glucose,37,O2,1
dilution,564.0,179.54964539007094,378.7269503546099,0.017903400027159646,4.0,20181004,glucose,37,O2,1
dilution,538.0,180.7732342007435,354.0539033457249,0.019346247851312132,4.0,20181004,glucose,37,O2,1
dilution,476.0,178.30042016806723,216.34873949579833,0.016430321916504398,4.0,20181004,glucose,37,O2,1
dilution,671.0,170.13114754098362,305.204172876304,0.006797169723475492,4.0,20181004,glucose,37,O2,1
dilution,380.0,187.48684210526315,356.60263157894735,0.02726288984146293,4.0,20181004,glucose,37,O2,1
dilution,292.0,185.41438356164383,366.99657534246575,0.024819060448593826,4.0,20181004,glucose,37,O2,1
dilution,441.0,182.6485260770975,399.73015873015873,0.02155757961558426,4.0,20181004,glucose,37,O2,1
dilution,619.0,193.13085621970922,351.1534733441034,0.033918273916149135,4.0,20181004,glucose,37,O2,1
dilution,571.0,187.95446584938705,378.5709281961471,0.027814308664392783,4.0,20181004,glucose,37,O2,1
dilution,635.0,179.40314960629922,330.2551181102362,0.017730653168885956,4.0,20181004,glucose,37,O2,1
dilution,806.0,181.11414392059552,305.0334987593052,0.01974824633579529,4.0,20181004,glucose,37,O2,1
dilution,801.0,180.18726591760299,388.00374531835206,0.01865527793153415,4.0,20181004,glucose,37,O2,1
dilution,705.0,178.68510638297872,327.845390070922,0.016883941354117103,4.0,20181004,glucose,37,O2,1
dilution,327.0,178.87461773700306,319.20183486238534,0.01710741188802622,4.0,20181004,glucose,37,O2,1
dilution,543.0,170.134438305709,368.1362799263352,0.006801050171451491,4.0,20181004,glucose,37,O2,1
dilution,559.0,171.7763864042934,382.58855098389984,0.008737224497948951,4.0,20181004,glucose,37,O2,1
dilution,302.0,165.8112582781457,379.4072847682119,0.0017031849067629574,4.0,20181004,glucose,37,O2,1
dilution,348.0,165.72988505747125,382.81609195402297,0.0016072301437164939,4.0,20181004,glucose,37,O2,1
dilution,409.0,174.8166259168704,365.21760391198046,0.012322254801726405,4.0,20181004,glucose,37,O2,1
dilution,452.0,171.95575221238937,352.26106194690266,0.00894873147127309,4.0,20181004,glucose,37,O2,1
dilution,648.0,186.6141975308642,352.82716049382714,0.026233873137119324,4.0,20181004,glucose,37,O2,1
dilution,650.0,183.82153846153847,310.67692307692306,0.02294078805279142,4.0,20181004,glucose,37,O2,1
dilution,572.0,180.46853146853147,376.465034965035,0.01898694440692725,4.0,20181004,glucose,37,O2,1
dilution,526.0,167.1406844106464,408.38593155893534,0.003270835400065329,4.0,20181004,glucose,37,O2,1
dilution,636.0,180.99056603773585,341.8176100628931,0.01960252411453744,4.0,20181004,glucose,37,O2,1
dilution,386.0,172.22538860103626,361.6062176165803,0.009266684915500527,4.0,20181004,glucose,37,O2,1
dilution,375.0,168.384,341.7386666666667,0.004736944911027293,4.0,20181004,glucose,37,O2,1
dilution,595.0,177.97142857142856,345.1210084033614,0.016042377204004418,4.0,20181004,glucose,37,O2,1
dilution,555.0,180.6990990990991,316.7927927927928,0.019258828230302234,4.0,20181004,glucose,37,O2,1
dilution,544.0,180.19485294117646,408.6047794117647,0.01866422449949824,4.0,20181004,glucose,37,O2,1
dilution,337.0,193.52818991097922,358.99109792284867,0.03438680717414475,4.0,20181004,glucose,37,O2,1
dilution,373.0,197.24932975871315,372.98391420911526,0.03877475064489194,4.0,20181004,glucose,37,O2,1
dilution,438.0,182.94748858447488,400.0662100456621,0.0219101142248502,4.0,20181004,glucose,37,O2,1
dilution,455.0,186.84835164835164,399.65274725274725,0.026509986122123973,4.0,20181004,glucose,37,O2,1
dilution,340.0,193.1264705882353,367.32941176470587,0.03391310240855239,4.0,20181004,glucose,37,O2,1
dilution,374.0,196.90106951871658,393.5133689839572,0.0383640844757222,4.0,20181004,glucose,37,O2,1
dilution,652.0,185.23006134969324,472.07515337423314,0.02460170891666073,4.0,20181004,glucose,37,O2,1
dilution,466.0,174.84978540772534,309.78969957081546,0.012361356253793247,4.0,20181004,glucose,37,O2,1
dilution,345.0,185.95072463768116,366.9768115942029,0.025451510294337922,4.0,20181004,glucose,37,O2,1
dilution,333.0,184.99099099099098,371.83483483483485,0.02431979873256603,4.0,20181004,glucose,37,O2,1
dilution,559.0,181.24686940966012,399.15384615384613,0.0199047553537236,4.0,20181004,glucose,37,O2,1
dilution,736.0,180.73641304347825,401.48233695652175,0.019302828586458164,4.0,20181004,glucose,37,O2,1
dilution,738.0,180.23441734417344,382.9146341463415,0.018710878581556,4.0,20181004,glucose,37,O2,1
dilution,585.0,177.84786324786324,392.84615384615387,0.015896669792583324,4.0,20181004,glucose,37,O2,1
dilution,604.0,192.8046357615894,372.0331125827815,0.03353359691184285,4.0,20181004,glucose,37,O2,1
dilution,538.0,176.21375464684016,423.8457249070632,0.013969739749704755,4.0,20181004,glucose,37,O2,1
dilution,494.0,175.9331983805668,374.4838056680162,0.013638909658080801,4.0,20181004,glucose,37,O2,1
dilution,534.0,172.22846441947564,370.35393258426967,0.009270311900239227,4.0,20181004,glucose,37,O2,1
dilution,734.0,176.5408719346049,362.9100817438692,0.014355474289590404,4.0,20181004,glucose,37,O2,1
dilution,451.0,179.67184035476717,322.5365853658537,0.018047491520475478,4.0,20181004,glucose,37,O2,1
dilution,574.0,171.7822299651568,323.48257839721254,0.008744115186228816,4.0,20181004,glucose,37,O2,1
dilution,465.0,170.6752688172043,425.8279569892473,0.007438793929763032,4.0,20181004,glucose,37,O2,1
dilution,279.0,156.65591397849462,196.2652329749104,-0.009092736473768003,4.0,20181004,glucose,37,O2,1
dilution,680.0,172.73529411764707,310.66470588235296,0.009867962124598954,4.0,20181004,glucose,37,O2,1
dilution,642.0,172.7398753894081,295.10747663551405,0.009873364329926913,4.0,20181004,glucose,37,O2,1
dilution,408.0,192.34313725490196,263.2671568627451,0.03298940092834282,4.0,20181004,glucose,37,O2,1
dilution,848.0,203.2240566037736,431.13443396226415,0.045820108981866635,4.0,20181004,glucose,37,O2,1
dilution,867.0,168.68973471741637,366.90772779700114,0.00509746526553236,4.0,20181004,glucose,37,O2,1
dilution,559.0,169.43291592128801,335.41681574239715,0.005973819620528315,4.0,20181004,glucose,37,O2,1
dilution,514.0,179.07782101167317,377.28210116731515,0.01734702784410648,4.0,20181004,glucose,37,O2,1
dilution,542.0,178.14944649446494,350.0369003690037,0.016252294760190633,4.0,20181004,glucose,37,O2,1
dilution,783.0,219.7088122605364,342.02681992337165,0.06525882370660475,4.0,20181004,glucose,37,O2,1
dilution,743.0,181.35127860026918,330.8479138627187,0.020027873979995607,4.0,20181004,glucose,37,O2,1
dilution,660.0,176.79242424242423,350.1348484848485,0.014652103105440859,4.0,20181004,glucose,37,O2,1
dilution,459.0,183.11764705882354,374.1503267973856,0.022110763971181332,4.0,20181004,glucose,37,O2,1
dilution,434.0,185.30184331797236,407.536866359447,0.024686353738386395,4.0,20181004,glucose,37,O2,1
dilution,930.0,171.66236559139784,324.0494623655914,0.008602771910315358,4.0,20181004,glucose,37,O2,1
dilution,654.0,182.00152905198777,302.53975535168195,0.02079464500734804,4.0,20181004,glucose,37,O2,1
dilution,291.0,172.79725085910653,267.11340206185565,0.009941021103911795,4.0,20181004,glucose,37,O2,1
dilution,391.0,184.19181585677748,310.2838874680307,0.02337741670564728,4.0,20181004,glucose,37,O2,1
dilution,595.0,165.77142857142857,323.7243697478992,0.0016562179803149854,4.0,20181004,glucose,37,O2,1
dilution,715.0,177.82937062937063,317.2027972027972,0.015874863419296625,4.0,20181004,glucose,37,O2,1
dilution,384.0,179.82552083333334,395.078125,0.01822871052328087,4.0,20181004,glucose,37,O2,1
dilution,324.0,189.40432098765433,438.08641975308643,0.02952396824393355,4.0,20181004,glucose,37,O2,1
dilution,578.0,180.94982698961937,423.2249134948097,0.0195544848987321,4.0,20181004,glucose,37,O2,1
dilution,655.0,185.05038167938932,525.8778625954199,0.024389831839099065,4.0,20181004,glucose,37,O2,1
dilution,515.0,178.84077669902913,409.51067961165046,0.017067506760109184,4.0,20181004,glucose,37,O2,1
dilution,535.0,165.207476635514,317.8523364485981,0.000991209591415415,4.0,20181004,glucose,37,O2,1
dilution,508.0,166.68897637795277,371.0807086614173,0.0027381842786759775,4.0,20181004,glucose,37,O2,1
dilution,464.0,203.03879310344828,404.5,0.04560164748891435,4.0,20181004,glucose,37,O2,1
dilution,467.0,208.53961456102783,397.3640256959315,0.052088179730703434,4.0,20181004,glucose,37,O2,1
dilution,767.0,184.39243807040418,319.5006518904824,0.02361398909163439,4.0,20181004,glucose,37,O2,1
dilution,447.0,183.71812080536913,337.7360178970917,0.022818838637365772,4.0,20181004,glucose,37,O2,1
dilution,420.0,181.85714285714286,336.14285714285717,0.020624385762369222,4.0,20181004,glucose,37,O2,1
dilution,720.0,175.74305555555554,364.30694444444447,0.013414694497764884,4.0,20181004,glucose,37,O2,1
dilution,530.0,186.87169811320754,301.18490566037735,0.026537516118904904,4.0,20181004,glucose,37,O2,1
dilution,435.0,184.4528735632184,327.0827586206897,0.023685254224616956,4.0,20181004,glucose,37,O2,1
dilution,407.0,178.1081081081081,386.53071253071255,0.016203548808700476,4.0,20181004,glucose,37,O2,1
dilution,447.0,181.59955257270693,387.2460850111857,0.020320637004469976,4.0,20181004,glucose,37,O2,1
dilution,559.0,189.8676207513417,322.21109123434707,0.030070288257761753,4.0,20181004,glucose,37,O2,1
dilution,845.0,186.5396449704142,286.9278106508876,0.02614596125144986,4.0,20181004,glucose,37,O2,1
dilution,441.0,181.99319727891157,351.42403628117916,0.02078482023570132,4.0,20181004,glucose,37,O2,1
dilution,390.0,177.2051282051282,346.8615384615385,0.015138760885744706,4.0,20181004,glucose,37,O2,1
dilution,521.0,193.84452975047984,344.63339731285987,0.034759833018394935,4.0,20181004,glucose,37,O2,1
dilution,593.0,187.92074198988195,320.3204047217538,0.027774541712550345,4.0,20181004,glucose,37,O2,1
dilution,436.0,184.07110091743118,436.5802752293578,0.02323507044842483,4.0,20181004,glucose,37,O2,1
dilution,441.0,181.87528344671202,406.71655328798187,0.020645777025480164,4.0,20181004,glucose,37,O2,1
dilution,778.0,184.25449871465295,363.23778920308484,0.023451331916630264,4.0,20181004,glucose,37,O2,1
dilution,824.0,187.1881067961165,372.97087378640776,0.02691062314284639,4.0,20181004,glucose,37,O2,1
dilution,851.0,180.1797884841363,338.66039952996476,0.0186464605914984,4.0,20181004,glucose,37,O2,1
dilution,410.0,179.53170731707317,324.5219512195122,0.017882247570248824,4.0,20181004,glucose,37,O2,1
dilution,399.0,186.08771929824562,387.4135338345865,0.025613053491032635,4.0,20181004,glucose,37,O2,1
dilution,431.0,187.05568445475637,389.7285382830626,0.02675447159468405,4.0,20181004,glucose,37,O2,1
dilution,555.0,169.86306306306307,366.77837837837836,0.0064810462821013335,4.0,20181004,glucose,37,O2,1
dilution,683.0,168.83016105417278,322.5666178623719,0.005263055072071465,4.0,20181004,glucose,37,O2,1
dilution,693.0,178.75468975468976,387.42424242424244,0.016965993605326635,4.0,20181004,glucose,37,O2,1
dilution,486.0,188.29423868312756,378.4115226337449,0.028214966540300583,4.0,20181004,glucose,37,O2,1
dilution,470.0,179.9340425531915,373.75106382978726,0.018356678616814302,4.0,20181004,glucose,37,O2,1
dilution,421.0,175.47030878859857,346.61520190023754,0.01309307331602804,4.0,20181004,glucose,37,O2,1
dilution,803.0,176.54047322540472,401.9377334993773,0.014355004134341421,4.0,20181004,glucose,37,O2,1
dilution,755.0,190.10993377483445,485.4596026490066,0.030356022170707684,4.0,20181004,glucose,37,O2,1
dilution,697.0,197.6628407460545,312.87948350071736,0.039262360063304885,4.0,20181004,glucose,37,O2,1
dilution,611.0,179.24222585924713,320.38788870703763,0.017540892951839714,4.0,20181004,glucose,37,O2,1
dilution,743.0,186.36608344549126,314.8075370121131,0.025941298650413152,4.0,20181004,glucose,37,O2,1
dilution,437.0,164.75514874141876,338.94050343249427,0.00045782753356538437,4.0,20181004,glucose,37,O2,1
dilution,775.0,195.94838709677418,321.3883870967742,0.03724068767148667,4.0,20181004,glucose,37,O2,1
dilution,352.0,199.32102272727272,476.3011363636364,0.041217677276719475,4.0,20181004,glucose,37,O2,1
dilution,727.0,206.45942228335625,478.69601100412655,0.04963523076984502,4.0,20181004,glucose,37,O2,1
dilution,319.0,184.98746081504703,418.4952978056426,0.024315635972466252,4.0,20181004,glucose,37,O2,1
dilution,346.0,219.44219653179192,509.4104046242775,0.06494443220453441,4.0,20181004,glucose,37,O2,1
dilution,273.0,192.55311355311355,484.6190476190476,0.03323700358893895,4.0,20181004,glucose,37,O2,1
dilution,346.0,190.32369942196533,434.14161849710985,0.030608093206460137,4.0,20181004,glucose,37,O2,1
dilution,348.0,194.07471264367817,456.4310344827586,0.03503126316201138,4.0,20181004,glucose,37,O2,1
dilution,398.0,192.3718592964824,450.97236180904525,0.033023269769605575,4.0,20181004,glucose,37,O2,1
dilution,478.0,188.6213389121339,406.0041841004184,0.02860068096461127,4.0,20181004,glucose,37,O2,1
dilution,338.0,203.8846153846154,480.103550295858,0.046599035522669606,4.0,20181004,glucose,37,O2,1
dilution,430.0,189.75813953488372,428.8767441860465,0.029941188732190645,4.0,20181004,glucose,37,O2,1
dilution,642.0,163.297507788162,453.7258566978193,-0.0012610130274610394,10.0,20181004,glucose,37,O2,1
dilution,924.0,168.96645021645023,401.741341991342,0.005423766349857255,10.0,20181004,glucose,37,O2,1
dilution,432.0,171.99074074074073,432.06481481481484,0.008989989712245653,10.0,20181004,glucose,37,O2,1
dilution,474.0,171.8016877637131,435.6434599156118,0.008767059693456132,10.0,20181004,glucose,37,O2,1
dilution,778.0,166.39203084832906,397.5874035989717,0.0023880280762227377,10.0,20181004,glucose,37,O2,1
dilution,926.0,183.5647948164147,439.0496760259179,0.022638037646363466,10.0,20181004,glucose,37,O2,1
dilution,557.0,214.05565529622982,450.149012567325,0.05859265844389792,10.0,20181004,glucose,37,O2,1
dilution,592.0,195.32263513513513,411.56081081081084,0.03650280510143131,10.0,20181004,glucose,37,O2,1
dilution,524.0,176.31870229007635,443.69274809160305,0.01409349331574957,10.0,20181004,glucose,37,O2,1
dilution,596.0,177.7785234899329,404.5302013422819,0.01581490480913102,10.0,20181004,glucose,37,O2,1
dilution,411.0,181.93187347931874,375.90997566909977,0.02071250761724689,10.0,20181004,glucose,37,O2,1
dilution,351.0,187.05698005698005,406.04558404558406,0.026755999360248015,10.0,20181004,glucose,37,O2,1
dilution,757.0,182.43064729194188,463.7661822985469,0.021300658394706167,10.0,20181004,glucose,37,O2,1
dilution,326.0,180.1073619631902,389.7515337423313,0.01856105571753538,10.0,20181004,glucose,37,O2,1
dilution,386.0,176.43264248704662,383.16321243523316,0.014227850841617842,10.0,20181004,glucose,37,O2,1
dilution,506.0,179.97035573122528,449.19169960474306,0.01839949887592187,10.0,20181004,glucose,37,O2,1
dilution,680.0,170.03676470588235,438.3720588235294,0.006685874109233679,10.0,20181004,glucose,37,O2,1
dilution,282.0,175.00709219858157,433.6737588652482,0.012546851380041238,10.0,20181004,glucose,37,O2,1
dilution,300.0,172.68333333333334,445.20666666666665,0.00980669031176902,10.0,20181004,glucose,37,O2,1
dilution,372.0,190.04032258064515,338.05913978494624,0.03027393711141602,10.0,20181004,glucose,37,O2,1
dilution,364.0,177.81593406593407,356.8543956043956,0.015859019112655845,10.0,20181004,glucose,37,O2,1
dilution,696.0,183.91666666666666,425.2241379310345,0.023052962602433877,10.0,20181004,glucose,37,O2,1
dilution,452.0,179.8362831858407,561.9314159292036,0.01824140141809991,10.0,20181004,glucose,37,O2,1
dilution,925.0,166.72324324324325,346.2237837837838,0.0027785915393452815,10.0,20181004,glucose,37,O2,1
dilution,333.0,174.55855855855856,332.62462462462463,0.012017943481471392,10.0,20181004,glucose,37,O2,1
dilution,559.0,171.08944543828264,407.21466905187833,0.007927188259071433,10.0,20181004,glucose,37,O2,1
dilution,916.0,190.75873362445415,446.9967248908297,0.03112108265766956,10.0,20181004,glucose,37,O2,1
dilution,507.0,170.80473372781066,357.2130177514793,0.007591458095161687,10.0,20181004,glucose,37,O2,1
dilution,584.0,164.1181506849315,420.32191780821915,-0.00029331635707450224,10.0,20181004,glucose,37,O2,1
dilution,422.0,183.62322274881515,403.3009478672986,0.02270693547739822,10.0,20181004,glucose,37,O2,1
dilution,459.0,174.4313725490196,415.30501089324616,0.01186796658112279,10.0,20181004,glucose,37,O2,1
dilution,444.0,189.39414414414415,407.81756756756755,0.02951196777744732,10.0,20181004,glucose,37,O2,1
dilution,407.0,175.7076167076167,391.2162162162162,0.013372905242916327,10.0,20181004,glucose,37,O2,1
dilution,392.0,173.30357142857142,435.5229591836735,0.010538070967071714,10.0,20181004,glucose,37,O2,1
dilution,378.0,172.91798941798942,461.5767195767196,0.010083395213135407,10.0,20181004,glucose,37,O2,1
dilution,273.0,177.5897435897436,508.8937728937729,0.015592296800741222,10.0,20181004,glucose,37,O2,1
dilution,268.0,177.48880597014926,492.32835820895525,0.015473271828024479,10.0,20181004,glucose,37,O2,1
dilution,737.0,172.13975576662145,396.4504748982361,0.009165707244134355,10.0,20181004,glucose,37,O2,1
dilution,400.0,170.21,472.455,0.0068901520210647715,10.0,20181004,glucose,37,O2,1
dilution,389.0,168.7814910025707,449.19023136246784,0.005205663669467153,10.0,20181004,glucose,37,O2,1
dilution,481.0,171.8918918918919,383.7151767151767,0.008873427804162235,10.0,20181004,glucose,37,O2,1
dilution,379.0,174.15303430079155,490.8627968337731,0.011539751961692317,10.0,20181004,glucose,37,O2,1
dilution,397.0,172.21662468513853,483.3073047858942,0.009256350563899889,10.0,20181004,glucose,37,O2,1
dilution,610.0,188.81639344262294,524.2360655737705,0.02883068797550614,10.0,20181004,glucose,37,O2,1
dilution,649.0,190.9275808936826,388.0986132511556,0.03132018623960445,10.0,20181004,glucose,37,O2,1
dilution,569.0,190.1195079086116,519.676625659051,0.03036731192586729,10.0,20181004,glucose,37,O2,1
dilution,508.0,198.18307086614172,429.84645669291336,0.03987581197646338,10.0,20181004,glucose,37,O2,1
dilution,436.0,182.5137614678899,405.41284403669727,0.021398666080684366,10.0,20181004,glucose,37,O2,1
dilution,355.0,178.41408450704225,389.3718309859155,0.016564354152451114,10.0,20181004,glucose,37,O2,1
dilution,705.0,179.75602836879432,434.20567375886526,0.018146765469206686,10.0,20181004,glucose,37,O2,1
dilution,359.0,181.15598885793872,460.7047353760446,0.019797589608854686,10.0,20181004,glucose,37,O2,1
dilution,412.0,198.15291262135923,382.49029126213594,0.03984024957389389,10.0,20181004,glucose,37,O2,1
dilution,316.0,180.20253164556962,469.61392405063293,0.01867327917687788,10.0,20181004,glucose,37,O2,1
dilution,283.0,149.12367491166077,364.9681978798587,-0.017974702910355363,10.0,20181004,glucose,37,O2,1
dilution,386.0,205.82901554404145,445.979274611399,0.04889185931677375,10.0,20181004,glucose,37,O2,1
dilution,344.0,210.50581395348837,423.0,0.0544067090360689,10.0,20181004,glucose,37,O2,1
dilution,624.0,180.14423076923077,457.70512820512823,0.018604531169509744,10.0,20181004,glucose,37,O2,1
dilution,614.0,177.61400651465797,360.38110749185665,0.015620907481155216,10.0,20181004,glucose,37,O2,1
dilution,470.0,178.49148936170212,399.3659574468085,0.016655629444567794,10.0,20181004,glucose,37,O2,1
dilution,418.0,193.54545454545453,459.5406698564593,0.03440716551680874,10.0,20181004,glucose,37,O2,1
dilution,845.0,185.7207100591716,429.6639053254438,0.025180278626288063,10.0,20181004,glucose,37,O2,1
dilution,422.0,190.62322274881515,451.6943127962085,0.030961289130334788,10.0,20181004,glucose,37,O2,1
dilution,398.0,208.69849246231155,415.86683417085425,0.05227552749996517,10.0,20181004,glucose,37,O2,1
dilution,414.0,201.04106280193236,412.6231884057971,0.0432459371443572,10.0,20181004,glucose,37,O2,1
dilution,491.0,173.96130346232178,362.32586558044807,0.011313664226420387,10.0,20181004,glucose,37,O2,1
dilution,594.0,175.9781144781145,375.6936026936027,0.01369187442291914,10.0,20181004,glucose,37,O2,1
dilution,555.0,175.83243243243243,355.65945945945947,0.013520087119212994,10.0,20181004,glucose,37,O2,1
dilution,537.0,173.94972067039106,365.9068901303538,0.011300005874865451,10.0,20181004,glucose,37,O2,1
dilution,407.0,171.15724815724815,413.4275184275184,0.008007140776353146,10.0,20181004,glucose,37,O2,1
dilution,430.0,168.67441860465115,426.1767441860465,0.005079404606767734,10.0,20181004,glucose,37,O2,1
dilution,433.0,178.92609699769054,430.9006928406466,0.017168115891384235,10.0,20181004,glucose,37,O2,1
dilution,573.0,204.27225130890054,414.8726003490401,0.04705613323804569,10.0,20181004,glucose,37,O2,1
dilution,564.0,187.31737588652481,377.0833333333333,0.027063056398364052,10.0,20181004,glucose,37,O2,1
dilution,317.0,183.71293375394322,377.6403785488959,0.022812722100667857,10.0,20181004,glucose,37,O2,1
dilution,591.0,176.17597292724196,452.668358714044,0.013925187796107664,10.0,20181004,glucose,37,O2,1
dilution,592.0,177.23986486486487,366.1081081081081,0.015179722124914443,10.0,20181004,glucose,37,O2,1
dilution,386.0,179.17875647668393,443.13212435233163,0.017466050276152546,10.0,20181004,glucose,37,O2,1
dilution,321.0,179.8068535825545,382.69158878504675,0.018206698224758504,10.0,20181004,glucose,37,O2,1
dilution,691.0,176.53111432706223,395.90882778581766,0.014343968183381298,10.0,20181004,glucose,37,O2,1
dilution,752.0,212.51861702127658,368.33909574468083,0.056780193086817414,10.0,20181004,glucose,37,O2,1
dilution,558.0,174.16129032258064,397.505376344086,0.011549487407922821,10.0,20181004,glucose,37,O2,1
dilution,601.0,183.65058236272878,435.1846921797005,0.022739197752976923,10.0,20181004,glucose,37,O2,1
dilution,587.0,170.64395229982964,424.8143100511073,0.007401865699821758,10.0,20181004,glucose,37,O2,1
dilution,546.0,172.15567765567766,388.2985347985348,0.009184482230290473,10.0,20181004,glucose,37,O2,1
dilution,523.0,173.82791586998087,394.73613766730404,0.011156374460692444,10.0,20181004,glucose,37,O2,1
dilution,733.0,185.1118690313779,440.1200545702592,0.024462337317455677,10.0,20181004,glucose,37,O2,1
dilution,734.0,169.83787465940054,361.10354223433245,0.006451344283275132,10.0,20181004,glucose,37,O2,1
dilution,476.0,180.3655462184874,424.64285714285717,0.018865504881941556,10.0,20181004,glucose,37,O2,1
